method,duration_clock,duration_mono,duration_sys,n_mpi,x_grid_cuda,y_grid_cuda,x_block_cuda,y_block_cuda,n_threads,interaction
cuda,10.222789,10.867390 ,10.867388,,1,1,8,8,,8
cuda,10.288493,10.880267 ,10.880265,,1,1,8,8,,9
cuda,10.277635,10.930014 ,10.930012,,1,1,8,8,,10
cuda,10.234790,10.909521 ,10.909519,,1,1,8,8,,11
cuda,10.233284,10.801891 ,10.801890,,1,1,8,8,,12
cuda,10.020638,10.596761 ,10.596759,,1,1,8,8,,13
cuda,10.312511,10.930551 ,10.930549,,1,1,8,8,,14
cuda,10.298965,11.039864 ,11.039862,,1,1,8,8,,15
cuda,3.928007,4.680142 ,4.680140,,1,1,16,16,,1
cuda,3.687515,4.456639 ,4.456638,,1,1,16,16,,2
cuda,3.900211,4.519338 ,4.519336,,1,1,16,16,,3
cuda,3.905965,4.559683 ,4.559681,,1,1,16,16,,4
cuda,3.880852,4.748535 ,4.748533,,1,1,16,16,,5
cuda,3.897542,4.503119 ,4.503118,,1,1,16,16,,6
cuda,3.917491,4.702012 ,4.702011,,1,1,16,16,,7
cuda,3.677654,4.345177 ,4.345174,,1,1,16,16,,8
cuda,3.652401,4.319821 ,4.319820,,1,1,16,16,,9
cuda,3.875718,4.438675 ,4.438674,,1,1,16,16,,10
cuda,3.813029,4.372298 ,4.372297,,1,1,16,16,,11
cuda,3.891061,4.710933 ,4.710932,,1,1,16,16,,12
cuda,3.958045,4.557754 ,4.557753,,1,1,16,16,,13
cuda,3.945386,4.573367 ,4.573366,,1,1,16,16,,14
cuda,3.708499,4.493014 ,4.493014,,1,1,16,16,,15
cuda,2.388618,2.951179 ,2.951177,,1,1,32,32,,1
cuda,2.423032,3.013177 ,3.013174,,1,1,32,32,,2
cuda,2.640748,3.411240 ,3.411238,,1,1,32,32,,3
cuda,2.656772,3.349106 ,3.349105,,1,1,32,32,,4
cuda,2.667029,3.472099 ,3.472096,,1,1,32,32,,5
cuda,2.623150,3.271862 ,3.271859,,1,1,32,32,,6
cuda,2.358289,2.896838 ,2.896836,,1,1,32,32,,7
cuda,2.375222,2.967598 ,2.967596,,1,1,32,32,,8
cuda,2.375358,2.923880 ,2.923878,,1,1,32,32,,9
cuda,2.375140,2.918264 ,2.918262,,1,1,32,32,,10
cuda,2.362251,2.932641 ,2.932639,,1,1,32,32,,11
cuda,2.364564,2.897530 ,2.897527,,1,1,32,32,,12
cuda,2.416696,3.085008 ,3.085006,,1,1,32,32,,13
cuda,2.656603,3.307298 ,3.307295,,1,1,32,32,,14
cuda,2.366114,2.997552 ,2.997549,,1,1,32,32,,15
cuda,131.829315,132.613853 ,132.613851,,2,2,1,1,,1
cuda,131.794536,132.395752 ,132.395750,,2,2,1,1,,2
cuda,131.589359,132.316840 ,132.316838,,2,2,1,1,,3
cuda,131.621949,132.255103 ,132.255101,,2,2,1,1,,4
cuda,131.539969,132.143107 ,132.143104,,2,2,1,1,,5
cuda,131.498246,132.064751 ,132.064750,,2,2,1,1,,6
cuda,131.508999,132.164022 ,132.164021,,2,2,1,1,,7
cuda,131.749537,132.382727 ,132.382725,,2,2,1,1,,8
cuda,131.810272,132.505088 ,132.505086,,2,2,1,1,,9
cuda,131.590758,132.263562 ,132.263560,,2,2,1,1,,10
cuda,130.882245,131.480468 ,131.480466,,2,2,1,1,,11
cuda,131.554872,132.809248 ,132.809246,,2,2,1,1,,12
cuda,131.284201,131.855166 ,131.855163,,2,2,1,1,,13
cuda,131.234351,132.030416 ,132.030413,,2,2,1,1,,14
cuda,131.507420,132.250552 ,132.250551,,2,2,1,1,,15
cuda,34.459989,35.176760 ,35.176760,,2,2,2,2,,1
cuda,35.022169,35.805679 ,35.805677,,2,2,2,2,,2
cuda,34.856107,35.496254 ,35.496253,,2,2,2,2,,3
cuda,34.704151,35.357324 ,35.357322,,2,2,2,2,,4
cuda,34.859882,35.486905 ,35.486903,,2,2,2,2,,5
cuda,34.904318,35.642140 ,35.642139,,2,2,2,2,,6
cuda,35.077533,35.611730 ,35.611727,,2,2,2,2,,7
cuda,34.868916,35.638740 ,35.638738,,2,2,2,2,,8
cuda,34.822308,35.570666 ,35.570666,,2,2,2,2,,9
cuda,34.661882,35.423808 ,35.423806,,2,2,2,2,,10
cuda,34.427388,34.974692 ,34.974689,,2,2,2,2,,11
cuda,34.721724,35.368932 ,35.368930,,2,2,2,2,,12
cuda,34.820206,35.465779 ,35.465777,,2,2,2,2,,13
cuda,34.908724,35.558916 ,35.558914,,2,2,2,2,,14
cuda,35.118774,35.681118 ,35.681115,,2,2,2,2,,15
cuda,9.910055,10.550710 ,10.550709,,2,2,4,4,,1
cuda,10.312918,10.974751 ,10.974749,,2,2,4,4,,2
cuda,10.262716,10.898052 ,10.898049,,2,2,4,4,,3
cuda,10.407441,10.966731 ,10.966730,,2,2,4,4,,4
cuda,10.242909,10.943603 ,10.943601,,2,2,4,4,,5
cuda,10.274723,11.033660 ,11.033659,,2,2,4,4,,6
cuda,10.670529,11.266952 ,11.266950,,2,2,4,4,,7
cuda,10.267247,10.954730 ,10.954729,,2,2,4,4,,8
cuda,10.250655,10.783488 ,10.783486,,2,2,4,4,,9
cuda,10.273227,10.938122 ,10.938121,,2,2,4,4,,10
cuda,10.227086,11.017337 ,11.017336,,2,2,4,4,,11
cuda,10.277530,11.050627 ,11.050624,,2,2,4,4,,12
cuda,10.197113,10.826148 ,10.826146,,2,2,4,4,,13
cuda,10.238212,10.799503 ,10.799501,,2,2,4,4,,14
cuda,10.252931,10.898452 ,10.898450,,2,2,4,4,,15
cuda,4.097405,4.711602 ,4.711601,,2,2,8,8,,1
cuda,3.999616,4.714080 ,4.714079,,2,2,8,8,,2
cuda,4.103117,4.686865 ,4.686863,,2,2,8,8,,3
cuda,3.778188,4.578866 ,4.578863,,2,2,8,8,,4
cuda,4.069015,4.710388 ,4.710386,,2,2,8,8,,5
cuda,4.011903,4.649298 ,4.649296,,2,2,8,8,,6
cuda,4.080006,4.960206 ,4.960204,,2,2,8,8,,7
cuda,4.046742,4.949879 ,4.949877,,2,2,8,8,,8
cuda,4.025705,4.916688 ,4.916686,,2,2,8,8,,9
cuda,4.030787,4.682722 ,4.682719,,2,2,8,8,,10
cuda,3.818180,4.490870 ,4.490868,,2,2,8,8,,11
cuda,3.896031,4.535884 ,4.535881,,2,2,8,8,,12
cuda,4.031543,4.706083 ,4.706081,,2,2,8,8,,13
cuda,3.808116,4.481806 ,4.481803,,2,2,8,8,,14
cuda,3.835637,4.461357 ,4.461356,,2,2,8,8,,15
cuda,2.413991,3.100194 ,3.100192,,2,2,16,16,,1
cuda,2.448313,3.302437 ,3.302436,,2,2,16,16,,2
cuda,2.458695,3.096270 ,3.096267,,2,2,16,16,,3
cuda,2.449695,3.320033 ,3.320033,,2,2,16,16,,4
cuda,2.454284,3.146306 ,3.146305,,2,2,16,16,,5
cuda,2.145328,2.870111 ,2.870108,,2,2,16,16,,6
cuda,2.138514,2.692987 ,2.692985,,2,2,16,16,,7
cuda,2.478519,3.131041 ,3.131039,,2,2,16,16,,8
cuda,2.411317,3.081153 ,3.081152,,2,2,16,16,,9
cuda,2.179419,2.933314 ,2.933312,,2,2,16,16,,10
cuda,2.203871,2.808713 ,2.808710,,2,2,16,16,,11
cuda,2.154538,2.787570 ,2.787569,,2,2,16,16,,12
cuda,2.443162,3.080470 ,3.080469,,2,2,16,16,,13
cuda,2.105499,2.653343 ,2.653341,,2,2,16,16,,14
cuda,2.522611,3.074638 ,3.074636,,2,2,16,16,,15
cuda,2.116383,2.697088 ,2.697087,,2,2,32,32,,1
cuda,2.134239,2.724876 ,2.724874,,2,2,32,32,,2
cuda,1.951232,2.678264 ,2.678261,,2,2,32,32,,3
cuda,2.120136,2.862447 ,2.862445,,2,2,32,32,,4
cuda,2.121237,2.706123 ,2.706121,,2,2,32,32,,5
cuda,1.875519,2.472385 ,2.472383,,2,2,32,32,,6
cuda,1.959289,2.552907 ,2.552905,,2,2,32,32,,7
cuda,2.134330,2.709336 ,2.709334,,2,2,32,32,,8
cuda,1.932888,2.500608 ,2.500607,,2,2,32,32,,9
cuda,2.181444,2.736305 ,2.736303,,2,2,32,32,,10
cuda,1.758610,2.449446 ,2.449444,,2,2,32,32,,11
cuda,1.788961,3.033037 ,3.033035,,2,2,32,32,,12
cuda,2.208199,2.828037 ,2.828036,,2,2,32,32,,13
cuda,1.820407,2.382516 ,2.382515,,2,2,32,32,,14
cuda,1.764246,2.364271 ,2.364268,,2,2,32,32,,15
cuda,34.314355,34.995720 ,34.995718,,4,4,1,1,,1
cuda,34.474239,35.082673 ,35.082671,,4,4,1,1,,2
cuda,34.603860,35.211844 ,35.211842,,4,4,1,1,,3
cuda,34.421521,35.104775 ,35.104773,,4,4,1,1,,4
cuda,34.744165,35.352564 ,35.352561,,4,4,1,1,,5
cuda,36.331089,161.795431 ,161.795429,,4,4,1,1,,6
cuda,35.802727,99.060793 ,99.060791,,4,4,1,1,,7
cuda,34.815629,35.440523 ,35.440522,,4,4,1,1,,8
cuda,34.696995,35.400083 ,35.400082,,4,4,1,1,,9
cuda,34.773012,35.519946 ,35.519944,,4,4,1,1,,10
cuda,34.416526,35.011399 ,35.011398,,4,4,1,1,,11
cuda,34.245098,34.923858 ,34.923856,,4,4,1,1,,12
cuda,34.399861,35.038723 ,35.038722,,4,4,1,1,,13
cuda,34.684684,35.300902 ,35.300901,,4,4,1,1,,14
cuda,34.294949,35.048427 ,35.048426,,4,4,1,1,,15
cuda,10.314877,11.074477 ,11.074476,,4,4,2,2,,1
cuda,9.948907,10.603814 ,10.603813,,4,4,2,2,,2
cuda,10.220551,10.870746 ,10.870732,,4,4,2,2,,3
cuda,10.032448,10.832652 ,10.832650,,4,4,2,2,,4
cuda,9.880274,10.674223 ,10.674222,,4,4,2,2,,5
cuda,10.309642,11.075699 ,11.075697,,4,4,2,2,,6
cuda,9.923734,10.487813 ,10.487811,,4,4,2,2,,7
cuda,9.977525,10.780347 ,10.780346,,4,4,2,2,,8
cuda,10.007872,10.676734 ,10.676732,,4,4,2,2,,9
cuda,10.302525,10.887513 ,10.887512,,4,4,2,2,,10
cuda,10.356098,11.111085 ,11.111084,,4,4,2,2,,11
cuda,10.232016,11.001814 ,11.001811,,4,4,2,2,,12
cuda,10.036398,10.583656 ,10.583653,,4,4,2,2,,13
cuda,10.223195,11.007255 ,11.007252,,4,4,2,2,,14
cuda,10.221140,11.062330 ,11.062328,,4,4,2,2,,15
cuda,3.989992,4.659337 ,4.659335,,4,4,4,4,,1
cuda,4.030529,4.771073 ,4.771071,,4,4,4,4,,2
cuda,3.821648,4.471024 ,4.471022,,4,4,4,4,,3
cuda,4.030503,4.611325 ,4.611324,,4,4,4,4,,4
cuda,4.075045,4.609976 ,4.609957,,4,4,4,4,,5
cuda,3.791878,4.431874 ,4.431872,,4,4,4,4,,6
cuda,3.865994,4.461806 ,4.461804,,4,4,4,4,,7
cuda,4.152790,4.953743 ,4.953741,,4,4,4,4,,8
cuda,4.023329,4.588497 ,4.588495,,4,4,4,4,,9
cuda,4.074201,4.680927 ,4.680925,,4,4,4,4,,10
cuda,3.907564,4.520261 ,4.520259,,4,4,4,4,,11
cuda,4.079955,4.843795 ,4.843793,,4,4,4,4,,12
cuda,4.029004,4.933378 ,4.933376,,4,4,4,4,,13
cuda,4.031533,4.559828 ,4.559826,,4,4,4,4,,14
cuda,4.079433,4.822812 ,4.822812,,4,4,4,4,,15
cuda,2.465986,3.324780 ,3.324778,,4,4,8,8,,1
cuda,2.503694,3.129557 ,3.129555,,4,4,8,8,,2
cuda,2.464737,3.204485 ,3.204484,,4,4,8,8,,3
cuda,2.462909,3.221702 ,3.221700,,4,4,8,8,,4
cuda,2.476048,3.192488 ,3.192485,,4,4,8,8,,5
cuda,2.430465,3.059900 ,3.059898,,4,4,8,8,,6
cuda,2.264690,2.917950 ,2.917949,,4,4,8,8,,7
cuda,2.194128,2.825850 ,2.825849,,4,4,8,8,,8
cuda,2.192525,2.842100 ,2.842099,,4,4,8,8,,9
cuda,2.180194,2.918206 ,2.918205,,4,4,8,8,,10
cuda,2.297096,2.901284 ,2.901282,,4,4,8,8,,11
cuda,2.452313,2.986078 ,2.986076,,4,4,8,8,,12
cuda,2.152261,2.804377 ,2.804375,,4,4,8,8,,13
cuda,2.420820,3.011513 ,3.011512,,4,4,8,8,,14
cuda,2.235085,2.864737 ,2.864735,,4,4,8,8,,15
cuda,1.749035,2.390329 ,2.390327,,4,4,16,16,,1
cuda,1.769058,2.449408 ,2.449406,,4,4,16,16,,2
cuda,1.784044,2.980458 ,2.980456,,4,4,16,16,,3
cuda,1.714218,2.344691 ,2.344688,,4,4,16,16,,4
cuda,1.692240,2.362228 ,2.362226,,4,4,16,16,,5
cuda,2.040049,2.619271 ,2.619270,,4,4,16,16,,6
cuda,1.726362,2.257230 ,2.257229,,4,4,16,16,,7
cuda,1.734291,2.380990 ,2.380988,,4,4,16,16,,8
cuda,2.048801,2.686998 ,2.686996,,4,4,16,16,,9
cuda,2.093627,2.779168 ,2.779167,,4,4,16,16,,10
cuda,1.705866,2.374704 ,2.374702,,4,4,16,16,,11
cuda,1.671903,2.469919 ,2.469916,,4,4,16,16,,12
cuda,1.717109,2.250578 ,2.250576,,4,4,16,16,,13
cuda,2.068986,2.719954 ,2.719953,,4,4,16,16,,14
cuda,2.044807,2.786199 ,2.786197,,4,4,16,16,,15
cuda,1.675318,2.338870 ,2.338868,,4,4,32,32,,1
cuda,1.640692,2.238692 ,2.238690,,4,4,32,32,,2
cuda,2.412305,3.160772 ,3.160770,,4,4,32,32,,3
cuda,1.608239,2.223764 ,2.223762,,4,4,32,32,,4
cuda,2.003197,2.607387 ,2.607385,,4,4,32,32,,5
cuda,1.671885,2.217598 ,2.217596,,4,4,32,32,,6
cuda,2.007633,2.592876 ,2.592875,,4,4,32,32,,7
cuda,1.629861,2.282233 ,2.282231,,4,4,32,32,,8
cuda,1.999487,2.619337 ,2.619336,,4,4,32,32,,9
cuda,1.714514,2.296221 ,2.296219,,4,4,32,32,,10
cuda,1.622623,2.377937 ,2.377935,,4,4,32,32,,11
cuda,1.659298,2.202902 ,2.202901,,4,4,32,32,,12
cuda,2.025208,2.610225 ,2.610223,,4,4,32,32,,13
cuda,2.016846,2.719507 ,2.719506,,4,4,32,32,,14
cuda,2.007640,2.827103 ,2.827101,,4,4,32,32,,15
cuda,9.819475,10.587579 ,10.587577,,8,8,1,1,,1
cuda,10.109755,10.734920 ,10.734918,,8,8,1,1,,2
cuda,9.890665,11.123490 ,11.123488,,8,8,1,1,,3
cuda,10.127805,10.751880 ,10.751878,,8,8,1,1,,4
cuda,9.911434,10.464789 ,10.464787,,8,8,1,1,,5
cuda,10.146081,10.929320 ,10.929319,,8,8,1,1,,6
cuda,10.120921,10.767197 ,10.767195,,8,8,1,1,,7
cuda,9.829897,10.402355 ,10.402354,,8,8,1,1,,8
cuda,9.827296,10.415988 ,10.415986,,8,8,1,1,,9
cuda,9.803947,10.372977 ,10.372976,,8,8,1,1,,10
cuda,9.848525,10.496769 ,10.496768,,8,8,1,1,,11
cuda,9.911083,10.446138 ,10.446136,,8,8,1,1,,12
cuda,10.107105,10.808513 ,10.808511,,8,8,1,1,,13
cuda,9.804082,10.481972 ,10.481969,,8,8,1,1,,14
cuda,9.914774,10.461860 ,10.461859,,8,8,1,1,,15
cuda,4.007501,4.610283 ,4.610281,,8,8,2,2,,1
cuda,3.944270,4.584577 ,4.584576,,8,8,2,2,,2
cuda,3.730118,4.329600 ,4.329599,,8,8,2,2,,3
cuda,3.999064,4.626729 ,4.626727,,8,8,2,2,,4
cuda,3.825271,4.379429 ,4.379428,,8,8,2,2,,5
cuda,3.792339,4.411861 ,4.411860,,8,8,2,2,,6
cuda,3.762266,4.355704 ,4.355702,,8,8,2,2,,7
cuda,3.776665,4.491925 ,4.491923,,8,8,2,2,,8
cuda,3.738136,4.322367 ,4.322365,,8,8,2,2,,9
cuda,3.798797,4.340461 ,4.340459,,8,8,2,2,,10
cuda,4.039650,4.775080 ,4.775079,,8,8,2,2,,11
cuda,4.023810,4.624190 ,4.624188,,8,8,2,2,,12
cuda,3.981152,4.538354 ,4.538353,,8,8,2,2,,13
cuda,3.788892,4.375840 ,4.375838,,8,8,2,2,,14
cuda,3.804145,4.389813 ,4.389811,,8,8,2,2,,15
cuda,2.188533,2.884598 ,2.884597,,8,8,4,4,,1
cuda,2.236497,2.893821 ,2.893820,,8,8,4,4,,2
cuda,2.235494,2.965294 ,2.965294,,8,8,4,4,,3
cuda,2.244966,2.896941 ,2.896938,,8,8,4,4,,4
cuda,2.209304,2.860313 ,2.860311,,8,8,4,4,,5
cuda,2.236284,2.871703 ,2.871701,,8,8,4,4,,6
cuda,2.200498,2.791277 ,2.791276,,8,8,4,4,,7
cuda,2.492664,3.355913 ,3.355912,,8,8,4,4,,8
cuda,2.488561,3.047606 ,3.047604,,8,8,4,4,,9
cuda,2.484120,3.003302 ,3.003300,,8,8,4,4,,10
cuda,2.208431,2.869196 ,2.869195,,8,8,4,4,,11
cuda,2.451308,3.158804 ,3.158802,,8,8,4,4,,12
cuda,2.504725,3.259689 ,3.259687,,8,8,4,4,,13
cuda,2.177947,2.729419 ,2.729416,,8,8,4,4,,14
cuda,2.483364,3.275101 ,3.275100,,8,8,4,4,,15
cuda,2.075326,2.885036 ,2.885034,,8,8,8,8,,1
cuda,1.780305,2.465334 ,2.465332,,8,8,8,8,,2
cuda,2.078874,2.733276 ,2.733274,,8,8,8,8,,3
cuda,1.732901,2.399406 ,2.399405,,8,8,8,8,,4
cuda,1.741371,2.537010 ,2.537008,,8,8,8,8,,5
cuda,1.730023,2.316062 ,2.316061,,8,8,8,8,,6
cuda,1.701535,2.285212 ,2.285211,,8,8,8,8,,7
cuda,2.102209,2.757206 ,2.757203,,8,8,8,8,,8
cuda,2.100202,2.669184 ,2.669182,,8,8,8,8,,9
cuda,2.066978,2.647640 ,2.647639,,8,8,8,8,,10
cuda,1.793791,2.399839 ,2.399838,,8,8,8,8,,11
cuda,1.710978,2.241055 ,2.241053,,8,8,8,8,,12
cuda,2.043079,2.617011 ,2.617009,,8,8,8,8,,13
cuda,1.768977,2.322690 ,2.322688,,8,8,8,8,,14
cuda,1.735964,2.426095 ,2.426093,,8,8,8,8,,15
cuda,1.663929,2.431647 ,2.431645,,8,8,16,16,,1
cuda,1.651253,2.429168 ,2.429166,,8,8,16,16,,2
cuda,1.635844,2.005989 ,2.005986,,8,8,16,16,,3
cuda,1.809930,2.376867 ,2.376866,,8,8,16,16,,4
cuda,1.743477,2.961539 ,2.961536,,8,8,16,16,,5
cuda,1.980713,2.661338 ,2.661337,,8,8,16,16,,6
cuda,1.967278,2.550035 ,2.550033,,8,8,16,16,,7
cuda,1.742460,2.365519 ,2.365518,,8,8,16,16,,8
cuda,1.693198,2.422318 ,2.422317,,8,8,16,16,,9
cuda,1.631992,2.176775 ,2.176772,,8,8,16,16,,10
cuda,2.000033,3.237564 ,3.237562,,8,8,16,16,,11
cuda,2.044066,2.623439 ,2.623437,,8,8,16,16,,12
cuda,1.995683,2.588969 ,2.588968,,8,8,16,16,,13
cuda,1.635692,2.410650 ,2.410648,,8,8,16,16,,14
cuda,1.608337,2.265457 ,2.265454,,8,8,16,16,,15
cuda,1.966135,2.521087 ,2.521085,,8,8,32,32,,1
cuda,1.712933,2.272658 ,2.272655,,8,8,32,32,,2
cuda,1.954986,2.543662 ,2.543660,,8,8,32,32,,3
cuda,1.688092,2.281665 ,2.281664,,8,8,32,32,,4
cuda,1.981286,2.554571 ,2.554570,,8,8,32,32,,5
cuda,1.650649,2.428554 ,2.428551,,8,8,32,32,,6
cuda,1.670472,2.246945 ,2.246943,,8,8,32,32,,7
cuda,1.604541,2.133465 ,2.133463,,8,8,32,32,,8
cuda,2.031541,2.671303 ,2.671302,,8,8,32,32,,9
cuda,1.968874,2.505193 ,2.505192,,8,8,32,32,,10
cuda,1.725789,2.303533 ,2.303532,,8,8,32,32,,11
cuda,2.009732,2.583430 ,2.583428,,8,8,32,32,,12
cuda,1.650734,2.277480 ,2.277478,,8,8,32,32,,13
cuda,1.969777,2.577348 ,2.577346,,8,8,32,32,,14
cuda,1.652200,2.265516 ,2.265514,,8,8,32,32,,15
cuda,5.855665,6.485032 ,6.485030,,16,16,1,1,,1
cuda,5.671225,6.967699 ,6.967697,,16,16,1,1,,2
cuda,5.609108,6.300687 ,6.300684,,16,16,1,1,,3
cuda,5.878072,6.662176 ,6.662175,,16,16,1,1,,4
cuda,5.946040,6.561856 ,6.561854,,16,16,1,1,,5
cuda,5.877694,6.583793 ,6.583791,,16,16,1,1,,6
cuda,5.593936,6.151499 ,6.151496,,16,16,1,1,,7
cuda,5.714900,6.269853 ,6.269852,,16,16,1,1,,8
cuda,5.631058,6.176859 ,6.176858,,16,16,1,1,,9
cuda,5.975649,6.801627 ,6.801624,,16,16,1,1,,10
cuda,5.876686,6.424620 ,6.424619,,16,16,1,1,,11
cuda,6.039294,6.903105 ,6.903103,,16,16,1,1,,12
cuda,5.872998,6.560996 ,6.560995,,16,16,1,1,,13
cuda,5.899841,6.448070 ,6.448067,,16,16,1,1,,14
cuda,5.899931,6.483222 ,6.483220,,16,16,1,1,,15
cuda,2.621829,3.297170 ,3.297167,,16,16,2,2,,1
cuda,2.931873,3.814497 ,3.814495,,16,16,2,2,,2
cuda,2.985368,3.534283 ,3.534281,,16,16,2,2,,3
cuda,2.954598,3.484552 ,3.484551,,16,16,2,2,,4
cuda,2.936273,3.561963 ,3.561961,,16,16,2,2,,5
cuda,2.645543,3.411856 ,3.411854,,16,16,2,2,,6
cuda,2.670683,3.320938 ,3.320936,,16,16,2,2,,7
cuda,2.647493,3.282815 ,3.282814,,16,16,2,2,,8
cuda,2.929630,3.591220 ,3.591218,,16,16,2,2,,9
cuda,2.677497,3.320245 ,3.320242,,16,16,2,2,,10
cuda,2.649773,3.382526 ,3.382524,,16,16,2,2,,11
cuda,2.902501,3.635423 ,3.635421,,16,16,2,2,,12
cuda,2.932646,3.536592 ,3.536590,,16,16,2,2,,13
cuda,3.017058,3.671881 ,3.671880,,16,16,2,2,,14
cuda,2.716307,3.291057 ,3.291055,,16,16,2,2,,15
cuda,2.188127,2.765099 ,2.765097,,16,16,4,4,,1
cuda,2.200417,2.861456 ,2.861455,,16,16,4,4,,2
cuda,2.211800,2.816603 ,2.816600,,16,16,4,4,,3
cuda,2.054497,2.924151 ,2.924149,,16,16,4,4,,4
cuda,2.238953,2.839458 ,2.839456,,16,16,4,4,,5
cuda,1.849910,2.457444 ,2.457444,,16,16,4,4,,6
cuda,1.890986,2.570780 ,2.570778,,16,16,4,4,,7
